feature	metadata	value	coef	stderr	N	N.not.0	pval	qval
Haemophilus_parainfluenzae	delivery	vaginal	-0.505122850936829	0.364618771400311	785	380	0.167731867970618	0.399888734544505
Intestinimonas_butyriciproducens	country	FIN	0.285456634057632	0.204930033110735	785	172	0.165522902690557	0.399888734544505
Ruminococcus_torques	abx_first_year	TRUE	-0.429210200175451	0.312855375291071	785	271	0.171670598924751	0.405905593902078
Streptococcus_thermophilus	country	FIN	-0.370303318172215	0.271253645842748	785	187	0.174233645570318	0.406901625690806
Clostridium_clostridioforme	abx_first_year	TRUE	-0.30314825263013	0.222329481021866	785	155	0.174386411010345	0.406901625690806
Eubacterium_siraeum	abx_first_year	TRUE	0.276051315140485	0.20235144907995	785	120	0.173887690148203	0.406901625690806
Eubacterium_sp_CAG_180	Exclusive_breast_feeding	TRUE	-0.307222095649735	0.228755860593058	785	100	0.180180419930159	0.418585080361767
Alistipes_finegoldii	gender	Male	0.38558733757397	0.287919827414986	785	210	0.18219010247746	0.421413628339168
Faecalibacterium_prausnitzii	delivery	vaginal	0.74389030675013	0.557281168002163	785	546	0.183497399732964	0.422600072112281
Bacteroides_vulgatus	gender	Male	-0.745495864573161	0.559879867794121	785	515	0.184510151457523	0.423100864549147
Gemmiger_formicilis	delivery	vaginal	-0.349310141316872	0.264122406908853	785	178	0.187522766950227	0.428163570890647
Klebsiella_pneumoniae	gender	Male	-0.268686364277434	0.203478816052293	785	156	0.188969039665916	0.42962191924046
Veillonella_dispar	country	EST	0.355632572883413	0.272107956425375	785	276	0.19278923752442	0.43644201856592
Escherichia_coli	abx_first_year	TRUE	-0.506845682226285	0.390154889086691	785	579	0.195527815552135	0.437062175940066
Agathobaculum_butyriciproducens	abx_first_year	TRUE	-0.228847207187076	0.176267349997808	785	233	0.195512103274824	0.437062175940066
Clostridium_symbiosum	gender	Male	-0.291591384398165	0.223748781407443	785	202	0.19413298161406	0.437062175940066
Odoribacter_splanchnicus	delivery	vaginal	0.605553557681383	0.468270122541039	785	169	0.197578969994842	0.439799213545005
Gemmiger_formicilis	gender	Male	0.20321898389006	0.158490545149788	785	178	0.201344511664388	0.446313667522727
Gemmiger_formicilis	country	EST	-0.263614154886938	0.20667928529196	785	178	0.203549620208969	0.447472718806493
Bacteroides_caccae	country	EST	0.695539514384685	0.54495044433796	785	215	0.203339732440506	0.447472718806493
Bifidobacterium_pseudocatenulatum	delivery	vaginal	-0.92866186401284	0.731900750888113	785	288	0.205932275811232	0.450847616179322
Klebsiella_pneumoniae	delivery	vaginal	0.430760907299134	0.341165770453823	785	156	0.208856683725117	0.455344707289112
Enterococcus_faecalis	Exclusive_breast_feeding	TRUE	-0.2785202961757	0.222676580297751	785	135	0.212218024476714	0.455344707289112
Bifidobacterium_adolescentis	age_at_collection	age_at_collection	0.000665850807929673	0.000530547386346805	785	338	0.209881738018326	0.455344707289112
Bacteroides_vulgatus	country	FIN	0.876976161050698	0.70213162223002	785	515	0.213121864877799	0.455344707289112
Parabacteroides_merdae	Exclusive_breast_feeding	TRUE	-0.441512537406255	0.353036941494644	785	160	0.211615496220204	0.455344707289112
Alistipes_putredinis	delivery	vaginal	0.617702575251302	0.494352082960733	785	146	0.212899589915507	0.455344707289112
Streptococcus_salivarius	abx_first_year	TRUE	-0.257690865759952	0.208044078588532	785	299	0.216948933852408	0.461667331237924
Eubacterium_eligens	gender	Male	0.404509930776116	0.327945061507476	785	324	0.218868970133572	0.463897578131714
Roseburia_hominis	gender	Male	-0.258971480693149	0.210865585546852	785	243	0.221141895452571	0.466855112622095
Erysipelatoclostridium_ramosum	country	FIN	-0.465645912464648	0.384881336074877	785	401	0.227956203103277	0.477451575003714
Haemophilus_parainfluenzae	abx_first_year	TRUE	-0.288767917569837	0.238446693528276	785	380	0.227517167395967	0.477451575003714
Odoribacter_splanchnicus	abx_first_year	TRUE	0.368398915581724	0.306642538539236	785	169	0.231172741474837	0.482289797900445
Dorea_longicatena	abx_first_year	TRUE	-0.354914603079404	0.298155273109341	785	295	0.235352178770364	0.489091246507163
Dialister_invisus	Exclusive_breast_feeding	TRUE	-0.291334374129328	0.247974691240323	785	224	0.240892438016893	0.497539041864053
Gemmiger_formicilis	Exclusive_breast_feeding	TRUE	-0.197216854761572	0.168012304408494	785	178	0.241287730828808	0.497539041864053
Roseburia_faecis	country	FIN	-0.467404633418891	0.39994355205532	785	327	0.244168385754919	0.497691882075161
Flavonifractor_plautii	gender	Male	-0.333980508590846	0.285268364559484	785	578	0.243271671264575	0.497691882075161
Eubacterium_hallii	abx_first_year	TRUE	-0.307222825690588	0.262131817002443	785	330	0.242536817083518	0.497691882075161
Eggerthella_lenta	Exclusive_breast_feeding	TRUE	0.345240423550538	0.29725164098871	785	453	0.246158030324763	0.497931833204463
Eubacterium_sp_CAG_38	country	FIN	0.386945937744088	0.331971474130533	785	245	0.245543125587322	0.497931833204463
Roseburia_faecis	gender	Male	0.370359192715964	0.324408495866183	785	327	0.255022245745856	0.501303995887074
Roseburia_inulinivorans	country	EST	0.472022474691727	0.411200108219059	785	362	0.252281128036095	0.501303995887074
Faecalibacterium_prausnitzii	country	FIN	-0.480080745498859	0.415074314433819	785	546	0.249067259796023	0.501303995887074
Blautia_obeum	Exclusive_breast_feeding	TRUE	-0.228385688028479	0.199655619200592	785	157	0.253530671587652	0.501303995887074
Roseburia_intestinalis	gender	Male	0.373205480630579	0.327057223773419	785	348	0.25536350166428	0.501303995887074
Roseburia_intestinalis	Exclusive_breast_feeding	TRUE	0.410058924877326	0.357378978052384	785	348	0.252195695230073	0.501303995887074
Eubacterium_eligens	Exclusive_breast_feeding	TRUE	0.398778521908306	0.347961052731113	785	324	0.252559374950911	0.501303995887074
Enterococcus_faecalis	abx_first_year	TRUE	0.250299415889864	0.219256119883631	785	135	0.255110469683356	0.501303995887074
Roseburia_inulinivorans	abx_first_year	TRUE	-0.390135917159644	0.342693538792471	785	362	0.256310897552756	0.50131396138995
Sellimonas_intestinalis	delivery	vaginal	-0.37346047444892	0.331299406528995	785	195	0.261069291578349	0.508750414357809
Clostridium_bolteae	gender	Male	-0.207273820927803	0.185466078255054	785	231	0.265404880339101	0.515311665475918
Akkermansia_muciniphila	country	EST	-0.501123882770965	0.455924026311514	785	342	0.27300823456339	0.526233263723635
Ruminococcus_lactaris	gender	Male	0.307360261702738	0.279060436828302	785	199	0.272103277889316	0.526233263723635
Lachnospira_pectinoschiza	abx_first_year	TRUE	-0.299269202077405	0.274006085323333	785	168	0.276082851109735	0.530238544369599
Eubacterium_eligens	country	FIN	-0.443195377232477	0.408084361950016	785	324	0.278890738322183	0.533704578371948
Lachnospira_pectinoschiza	country	EST	0.356365022215782	0.329706370123215	785	168	0.280980375907804	0.53577620065574
Clostridium_symbiosum	delivery	vaginal	-0.401586392102274	0.372287293240753	785	202	0.28207368074714	0.535939993419566
Ruminococcus_lactaris	delivery	vaginal	0.499076561621299	0.464375473905422	785	199	0.283794650905647	0.537290940504642
Sellimonas_intestinalis	Exclusive_breast_feeding	TRUE	0.221067683436803	0.208371980194662	785	195	0.289461796581718	0.544218912041202
Clostridium_symbiosum	abx_first_year	TRUE	0.258965427573862	0.243801313337854	785	202	0.289499909976805	0.544218912041202
Bacteroides_uniformis	Exclusive_breast_feeding	TRUE	0.533251039242036	0.504149142346259	785	486	0.290710392709424	0.544570172258498
Ruminococcus_bromii	abx_first_year	TRUE	-0.375249377236703	0.355425846162605	785	306	0.292418505344095	0.545847876642311
Faecalibacterium_prausnitzii	abx_first_year	TRUE	-0.38387467752956	0.364639195045906	785	546	0.293791570129076	0.546493410170169
Bifidobacterium_pseudocatenulatum	country	FIN	-0.580652867476281	0.553745402295143	785	288	0.295663761105762	0.548059654732632
Escherichia_coli	gender	Male	-0.371650711582802	0.357696336640872	785	579	0.300197121686875	0.554530794227145
Roseburia_intestinalis	country	FIN	0.417991434598532	0.404668573831989	785	348	0.303204076457361	0.558147296454381
Roseburia_hominis	country	EST	0.285751176701489	0.27952401822836	785	243	0.307920493304087	0.564874835992325
Ruthenibacterium_lactatiformans	Exclusive_breast_feeding	TRUE	0.269486586436648	0.264472852811852	785	354	0.309033675134903	0.564968780658997
Ruminococcus_bromii	Exclusive_breast_feeding	TRUE	-0.353316669872336	0.354917680950696	785	306	0.320340688551102	0.583634405168446
Akkermansia_muciniphila	abx_first_year	TRUE	0.37498526306639	0.379732229357122	785	342	0.324673045139852	0.586030591519677
Veillonella_atypica	delivery	vaginal	-0.373404985133769	0.378225831729947	785	247	0.324960572365235	0.586030591519677
Eubacterium_hallii	country	EST	-0.311771398372631	0.315190170037648	785	330	0.323652903706387	0.586030591519677
Parabacteroides_distasonis	delivery	vaginal	0.770136089669243	0.783165987253812	785	343	0.326618878328299	0.587031227265727
Eubacterium_eligens	delivery	vaginal	0.535366970529444	0.546558582643383	785	324	0.328467026225169	0.588365178288855
Ruminococcus_bromii	gender	Male	0.316324767432372	0.325150065251049	785	306	0.331919887895714	0.590573178463276
Hungatella_hathewayi	gender	Male	-0.214597541271694	0.220416351374864	785	240	0.33175962022188	0.590573178463276
Bifidobacterium_longum	country	EST	-0.45317473206317	0.47390135402597	785	722	0.340050850861075	0.603023508860307
Bifidobacterium_pseudocatenulatum	Exclusive_breast_feeding	TRUE	0.399169973953225	0.421202216776496	785	288	0.343738966365561	0.607538638227504
Roseburia_faecis	delivery	vaginal	0.506433714975356	0.543127025582867	785	327	0.352223481288549	0.612415771507403
Clostridium_innocuum	gender	Male	-0.242638765468742	0.260395179999887	785	299	0.352631909767534	0.612415771507403
Roseburia_hominis	country	FIN	-0.243145513245714	0.258650344216944	785	243	0.348776859286342	0.612415771507403
Bifidobacterium_adolescentis	gender	Male	0.432652069216224	0.465091600757792	785	338	0.35340534182852	0.612415771507403
Bacteroides_dorei	delivery	vaginal	0.84183422489495	0.896757320137779	785	269	0.349009271090677	0.612415771507403
Parasutterella_excrementihominis	delivery	vaginal	0.422545600452016	0.453915804421665	785	126	0.353034793292185	0.612415771507403
Dorea_longicatena	Exclusive_breast_feeding	TRUE	-0.259572686409712	0.28005252426323	785	295	0.354560508060606	0.612422695741046
Roseburia_inulinivorans	country	FIN	-0.357176751249687	0.38877326129933	785	362	0.359516770607663	0.614993318209893
Clostridium_innocuum	age_at_collection	age_at_collection	-0.000322115316102916	0.000351263564228375	785	299	0.359431158116734	0.614993318209893
Bifidobacterium_dentium	gender	Male	-0.223552857817091	0.242481406096191	785	174	0.357714602362414	0.614993318209893
Gordonibacter_pamelaeae	age_at_collection	age_at_collection	0.000255079716039265	0.000279507780892445	785	283	0.361742400687726	0.61681717040343
Ruminococcus_torques	Exclusive_breast_feeding	TRUE	0.274690957678309	0.30351303924483	785	271	0.366079998801136	0.618426153508205
Alistipes_putredinis	Exclusive_breast_feeding	TRUE	-0.281673153818142	0.311314863477296	785	146	0.3661733803667	0.618426153508205
Odoribacter_splanchnicus	gender	Male	-0.255232491612009	0.281395738530894	785	169	0.365639849238405	0.618426153508205
Dialister_invisus	delivery	vaginal	0.343280313675822	0.383743592091288	785	224	0.372032028478405	0.625680365935511
Anaerostipes_hadrus	delivery	vaginal	0.449175915108217	0.502944316466249	785	521	0.372820819551799	0.625680365935511
Haemophilus_parainfluenzae	gender	Male	-0.193887700885399	0.217626192424267	785	380	0.374271190546685	0.626139224436593
Eubacterium_sp_CAG_180	delivery	vaginal	-0.312400667618616	0.352764418127288	785	100	0.376814308591809	0.628417593012045
Enterococcus_faecalis	gender	Male	0.175934219886378	0.200061589066459	785	135	0.380401862426138	0.632418096283455
Bacteroides_xylanisolvens	delivery	vaginal	0.483487986906897	0.555426564985277	785	149	0.38506907989005	0.638183023369179
Ruminococcus_gnavus	country	EST	-0.379730302837711	0.448878265193803	785	578	0.398582249265667	0.652448481874877
Eggerthella_lenta	age_at_collection	age_at_collection	0.000326114172061307	0.00038522955412206	785	453	0.397521985643724	0.652448481874877
Clostridium_symbiosum	country	EST	-0.246234274491374	0.290693001811811	785	202	0.397950727839697	0.652448481874877
Ruminococcus_bicirculans	abx_first_year	TRUE	0.225377504451147	0.264652702377054	785	206	0.395466312428927	0.652448481874877
Eubacterium_sp_CAG_180	country	EST	0.232132362344617	0.276787621336887	785	100	0.402512150415861	0.656860319083551
Eubacterium_rectale	abx_first_year	TRUE	-0.324071077424305	0.393611514531054	785	323	0.41132585935909	0.660764949552619
Roseburia_hominis	abx_first_year	TRUE	-0.192608477790673	0.231347402881142	785	243	0.406218928163974	0.660764949552619
Coprococcus_comes	country	EST	-0.235613845721586	0.286794920709723	785	165	0.412388497663755	0.660764949552619
Intestinimonas_butyriciproducens	gender	Male	-0.136366624603837	0.16606881301271	785	172	0.412622879025031	0.660764949552619
Bacteroides_stercoris	delivery	vaginal	-0.490861077313467	0.595378436176498	785	125	0.410645463814998	0.660764949552619
Alistipes_finegoldii	country	FIN	0.297819194375724	0.358874960469161	785	210	0.407789406676334	0.660764949552619
Collinsella_aerofaciens	delivery	vaginal	-0.562006866166955	0.685952354635325	785	351	0.413599113159816	0.660764949552619
Eubacterium_siraeum	country	EST	0.190967570816418	0.242549049363754	785	120	0.431867621527393	0.68788495404962
Escherichia_coli	country	FIN	-0.342485182127015	0.445166128506367	785	579	0.442781841572148	0.694986178864502
Klebsiella_pneumoniae	country	EST	-0.205265375604127	0.269514705548627	785	156	0.447443193249295	0.694986178864502
Eubacterium_sp_CAG_180	abx_first_year	TRUE	-0.175779389410771	0.230752558120071	785	100	0.447027779886723	0.694986178864502
Gemmiger_formicilis	abx_first_year	TRUE	-0.132403248251937	0.172873033764762	785	178	0.444666419271525	0.694986178864502
Haemophilus_parainfluenzae	age_at_collection	age_at_collection	0.000286959765898661	0.000374239927814082	785	380	0.443448187370521	0.694986178864502
Veillonella_parvula	Exclusive_breast_feeding	TRUE	0.276487369721452	0.361001390035021	785	383	0.444321204475939	0.694986178864502
Bifidobacterium_adolescentis	abx_first_year	TRUE	-0.392204022483089	0.505485270922577	785	338	0.438742153825328	0.694986178864502
Ruminococcus_lactaris	Exclusive_breast_feeding	TRUE	-0.220518750446479	0.29037769469197	785	199	0.448083194267902	0.694986178864502
Bacteroides_caccae	gender	Male	-0.329543844607071	0.425563592259458	785	215	0.439742231280653	0.694986178864502
Eubacterium_rectale	gender	Male	0.265686933402527	0.360773225690503	785	323	0.462376957071323	0.695663155673141
Roseburia_inulinivorans	delivery	vaginal	-0.38420938995379	0.523921668169545	785	362	0.464211316285649	0.695663155673141
Streptococcus_salivarius	gender	Male	0.140319835173505	0.190366960657833	785	299	0.461969844844015	0.695663155673141
Dorea_longicatena	country	EST	-0.268345326061924	0.354839302309748	785	295	0.450347704070272	0.695663155673141
Blautia_obeum	country	EST	-0.180137204686423	0.242149675029067	785	157	0.457744527585888	0.695663155673141
Intestinibacter_bartlettii	gender	Male	0.137176278305362	0.183515360294921	785	304	0.455767644011125	0.695663155673141
Gordonibacter_pamelaeae	delivery	vaginal	-0.232753453366476	0.316379388298695	785	283	0.462765755405325	0.695663155673141
Roseburia_hominis	delivery	vaginal	0.265035125733512	0.353628915328439	785	243	0.454594093671777	0.695663155673141
Coprococcus_comes	Exclusive_breast_feeding	TRUE	-0.171559715696494	0.227546499497561	785	165	0.451378827695313	0.695663155673141
Clostridium_bolteae	abx_first_year	TRUE	-0.149261341874783	0.202970103597882	785	231	0.463118846330996	0.695663155673141
Ruminococcus_lactaris	abx_first_year	TRUE	-0.227805520198287	0.304094136065775	785	199	0.454675640301934	0.695663155673141
Odoribacter_splanchnicus	country	FIN	-0.258850996524175	0.350976845635078	785	169	0.461859184088736	0.695663155673141
Prevotella_copri	country	FIN	-0.408717532186768	0.561326637490639	785	179	0.467422230978297	0.69850737887768
Escherichia_coli	delivery	vaginal	-0.431007538161284	0.596093511657351	785	579	0.4705444688422	0.699244853139806
Blautia_wexlerae	delivery	vaginal	-0.361703181811144	0.499707276649737	785	549	0.470091309867399	0.699244853139806
Eubacterium_sp_CAG_180	country	FIN	-0.185271239877282	0.261934953579424	785	100	0.480233015888436	0.701935875331116
Bacteroides_fragilis	country	EST	0.47076708522375	0.664384268641452	785	454	0.479405146145496	0.701935875331116
Bifidobacterium_bifidum	abx_first_year	TRUE	-0.345532289011984	0.487987683929757	785	469	0.47974550219556	0.701935875331116
Ruminococcus_bicirculans	gender	Male	0.172206929947703	0.24233103306527	785	206	0.478182690646274	0.701935875331116
Ruminococcus_bicirculans	delivery	vaginal	0.286100281476695	0.404561877538745	785	206	0.480271914700237	0.701935875331116
Barnesiella_intestinihominis	gender	Male	-0.201429767962126	0.282246601251641	785	137	0.476319759712927	0.701935875331116
Eubacterium_eligens	country	EST	0.301500738586699	0.427733245935088	785	324	0.481630703662708	0.701993244790577
Ruminococcus_torques	delivery	vaginal	0.334471567240674	0.477967572256264	785	271	0.484888440440006	0.702890055351725
Gordonibacter_pamelaeae	abx_first_year	TRUE	0.145237721943399	0.20704137731706	785	283	0.483802407432025	0.702890055351725
Streptococcus_thermophilus	Exclusive_breast_feeding	TRUE	0.166372983266808	0.240188076516767	785	187	0.489118965418148	0.705471429838389
Clostridium_bolteae	delivery	vaginal	-0.215071845097391	0.31039663187567	785	231	0.489321348891664	0.705471429838389
Bacteroides_fragilis	country	FIN	0.442215924529664	0.647030808468906	785	454	0.495215432205513	0.708619049706787
Ruminococcus_bromii	delivery	vaginal	0.36998284175187	0.543464804536014	785	306	0.496832529211714	0.708619049706787
Bacteroides_xylanisolvens	abx_first_year	TRUE	-0.250104451454092	0.36447064918649	785	149	0.493371692624509	0.708619049706787
Prevotella_copri	country	EST	0.388212309149242	0.569870004533391	785	179	0.496463628847282	0.708619049706787
Parabacteroides_distasonis	abx_first_year	TRUE	0.347680134362995	0.513781759601228	785	343	0.499382721984982	0.71035189330484
Erysipelatoclostridium_ramosum	abx_first_year	TRUE	-0.227421427404935	0.337144221932856	785	401	0.500755363840567	0.710404942835151
Faecalibacterium_prausnitzii	country	EST	-0.291991467711145	0.43663876655703	785	546	0.504419955661457	0.712218433157197
Bacteroides_caccae	country	FIN	-0.35675176456599	0.533676021846655	785	215	0.504711182895232	0.712218433157197
Fusicatenibacter_saccharivorans	abx_first_year	TRUE	-0.232611387319464	0.351574607898259	785	399	0.508939806760276	0.713080213291364
Roseburia_faecis	Exclusive_breast_feeding	TRUE	0.236256260113149	0.358712344465826	785	327	0.510683385834604	0.713080213291364
Ruminococcus_bicirculans	country	EST	-0.209634823884669	0.317315305521806	785	206	0.509545029699125	0.713080213291364
Collinsella_aerofaciens	country	EST	0.351129017666089	0.53181088426337	785	351	0.509810595930234	0.713080213291364
Blautia_wexlerae	country	FIN	0.238342586349704	0.37121937358547	785	549	0.521766480250275	0.723665547162218
Bacteroides_fragilis	gender	Male	-0.328225094506863	0.516479059663136	785	454	0.525898428162278	0.723665547162218
Ruminococcus_torques	gender	Male	-0.181610284163181	0.28685784254534	785	271	0.527433948815365	0.723665547162218
Bifidobacterium_bifidum	Exclusive_breast_feeding	TRUE	0.288857506932195	0.454057434058564	785	469	0.525022137680215	0.723665547162218
Streptococcus_salivarius	Exclusive_breast_feeding	TRUE	0.132490626450697	0.207285757350455	785	299	0.523199455584639	0.723665547162218
Lactococcus_lactis	gender	Male	0.130850707657848	0.203100557336318	785	158	0.520153283508431	0.723665547162218
Bacteroides_stercoris	gender	Male	0.227651115558616	0.359921156144231	785	125	0.527786150937858	0.723665547162218
Ruthenibacterium_lactatiformans	abx_first_year	TRUE	-0.167662421184675	0.267133553712933	785	354	0.53099300016769	0.726190941103371
Dorea_formicigenerans	country	EST	-0.136249717576742	0.222763319768461	785	214	0.54148210621197	0.738637129499406
Enterococcus_faecalis	delivery	vaginal	0.201934289501435	0.335257482084255	785	135	0.547708502029523	0.745219752122011
Ruminococcus_lactaris	country	FIN	-0.208170120571346	0.348073181743659	785	199	0.55055007299905	0.74717509907014
Bifidobacterium_bifidum	gender	Male	-0.266666191372548	0.448304159085835	785	469	0.55266354908753	0.748134880698642
Parasutterella_excrementihominis	abx_first_year	TRUE	0.176027531429869	0.297577501082532	785	126	0.554839936261303	0.749174736271607
Akkermansia_muciniphila	delivery	vaginal	-0.339352742494793	0.580597075129574	785	342	0.559587850299211	0.751769536260557
Haemophilus_sp_HMSC71H05	gender	Male	0.0963082907007435	0.164333851068909	785	227	0.558625039095932	0.751769536260557
Bacteroides_dorei	Exclusive_breast_feeding	TRUE	-0.27026194953609	0.467633096132105	785	269	0.56351593251532	0.755139738282494
Anaerostipes_hadrus	gender	Male	0.173020420950299	0.301331092720886	785	521	0.566480405874378	0.756129167300202
Eubacterium_sp_CAG_38	country	EST	0.20344307941409	0.35488422946009	785	245	0.567096875475151	0.756129167300202
Agathobaculum_butyriciproducens	delivery	vaginal	-0.153469114719483	0.269559733662523	785	233	0.56969859977403	0.75769913769946
Bifidobacterium_breve	country	EST	-0.285216194463371	0.506905864883042	785	362	0.574209189539872	0.76179373774367
Haemophilus_sp_HMSC71H05	age_at_collection	age_at_collection	0.000172565138338555	0.000312536544976463	785	227	0.58101141150401	0.766992731811745
Barnesiella_intestinihominis	country	FIN	-0.195035897908261	0.352519941864527	785	137	0.580777515754911	0.766992731811745
Roseburia_intestinalis	delivery	vaginal	0.300626251332214	0.546722196935313	785	348	0.583064434441251	0.767797720600855
Lachnospira_pectinoschiza	gender	Male	0.133992283456477	0.250430941620454	785	168	0.593251404499606	0.779283326404421
Roseburia_faecis	country	EST	-0.223047333557949	0.427769243125774	785	327	0.602599581727288	0.786098858587089
Bacteroides_xylanisolvens	gender	Male	-0.174937771410311	0.335699316749565	785	149	0.602872808841226	0.786098858587089
Lactococcus_lactis	delivery	vaginal	0.178044852326767	0.340411414131436	785	158	0.60151754599793	0.786098858587089
Clostridium_clostridioforme	delivery	vaginal	-0.175772599490812	0.339560975399425	785	155	0.605316130640955	0.78735496699508
Bacteroides_thetaiotaomicron	gender	Male	-0.210986572498045	0.410831773640055	785	223	0.608134718501464	0.789091878640925
Bifidobacterium_breve	Exclusive_breast_feeding	TRUE	-0.200493855762007	0.398685170181567	785	362	0.615303162430809	0.794517675760171
Ruminococcus_lactaris	country	EST	0.183194666402922	0.362661564546597	785	199	0.613984232794252	0.794517675760171
Bacteroides_uniformis	abx_first_year	TRUE	-0.281548409523866	0.569373188782411	785	486	0.621518244257537	0.795466645653417
Bacteroides_ovatus	country	FIN	-0.304501392758586	0.619575638948983	785	337	0.623649654514988	0.795466645653417
Flavonifractor_plautii	abx_first_year	TRUE	-0.154933399439777	0.311695694968558	785	578	0.619735955368235	0.795466645653417
Gordonibacter_pamelaeae	gender	Male	-0.093241198757489	0.189748625810843	785	283	0.623698390584737	0.795466645653417
Clostridium_clostridioforme	country	EST	0.132575979950409	0.265329516470009	785	155	0.617861169089935	0.795466645653417
Dorea_formicigenerans	Exclusive_breast_feeding	TRUE	0.0905493390596894	0.185056190196742	785	214	0.625009507299114	0.795466645653417
Ruminococcus_bicirculans	Exclusive_breast_feeding	TRUE	0.124215304323775	0.261752637639607	785	206	0.63543519428759	0.802972739574817
Coprococcus_comes	gender	Male	0.105532250426384	0.221084477756163	785	165	0.633745499352559	0.802972739574817
Haemophilus_sp_HMSC71H05	Exclusive_breast_feeding	TRUE	0.0884875915172635	0.185781223546662	785	227	0.634369942711181	0.802972739574817
Bacteroides_thetaiotaomicron	Exclusive_breast_feeding	TRUE	0.182409852844241	0.390999453694545	785	223	0.641042933839195	0.808139433181165
Dorea_formicigenerans	delivery	vaginal	0.129033020727458	0.283604585532725	785	214	0.649664192699749	0.816037284467644
Alistipes_putredinis	gender	Male	-0.134777243579976	0.296906852785847	785	146	0.650375580102032	0.816037284467644
Clostridium_clostridioforme	gender	Male	-0.0911349992038403	0.203975616307279	785	155	0.655564714638874	0.820612772206779
Blautia_obeum	delivery	vaginal	-0.136062704174032	0.308755630183263	785	157	0.659917398672416	0.822192168837764
Clostridium_innocuum	abx_first_year	TRUE	-0.125555938628619	0.283674492502523	785	299	0.658546873829174	0.822192168837764
Klebsiella_pneumoniae	Exclusive_breast_feeding	TRUE	0.0988485659575238	0.227307420398327	785	156	0.664168419537209	0.82555513830326
Klebsiella_pneumoniae	country	FIN	-0.107416717577458	0.249782631376202	785	156	0.667982836087494	0.828360999530412
Blautia_obeum	gender	Male	-0.0774150887140426	0.184955420732494	785	157	0.676006407371631	0.830566763791472
Intestinimonas_butyriciproducens	delivery	vaginal	0.117605994055981	0.277929108033477	785	172	0.672653746388406	0.830566763791472
Bifidobacterium_adolescentis	delivery	vaginal	-0.322954991387107	0.7707585994551	785	338	0.675661159635282	0.830566763791472
Collinsella_aerofaciens	gender	Male	-0.174590333250129	0.413978188201817	785	351	0.673690733075706	0.830566763791472
Bifidobacterium_longum	delivery	vaginal	-0.250846931369651	0.607795280596112	785	722	0.680268691329422	0.831265205691699
Bifidobacterium_pseudocatenulatum	abx_first_year	TRUE	0.197463462950064	0.480059703470683	785	288	0.681262461807482	0.831265205691699
Bacteroides_dorei	gender	Male	0.225044205740564	0.542852655220252	785	269	0.678927815526894	0.831265205691699
Fusicatenibacter_saccharivorans	delivery	vaginal	-0.208570559973631	0.537219101955765	785	399	0.698227464471325	0.843399284965931
Hungatella_hathewayi	Exclusive_breast_feeding	TRUE	0.0933242956514554	0.237700390630946	785	240	0.694914521109177	0.843399284965931
Eubacterium_sp_CAG_38	abx_first_year	TRUE	-0.115208873262273	0.294690314826659	785	245	0.696280108826935	0.843399284965931
Ruminococcus_bicirculans	country	FIN	0.115787125351225	0.300634834123572	785	206	0.700602452454247	0.843399284965931
Bifidobacterium_dentium	delivery	vaginal	-0.155541964236874	0.40411292455861	785	174	0.700718954802521	0.843399284965931
Parabacteroides_merdae	abx_first_year	TRUE	-0.160041313840981	0.414987208708207	785	160	0.700166761238808	0.843399284965931
Eubacterium_rectale	Exclusive_breast_feeding	TRUE	-0.14157753288714	0.384077936238128	785	323	0.71264655219894	0.853891814796928
Prevotella_copri	Exclusive_breast_feeding	TRUE	0.146872573402189	0.396277599313781	785	179	0.711045071304671	0.853891814796928
Eggerthella_lenta	delivery	vaginal	-0.174093455721061	0.48002662900229	785	453	0.717215331534649	0.857434958149288
Parabacteroides_distasonis	Exclusive_breast_feeding	TRUE	0.156059386293103	0.44414079399895	785	343	0.725450516103252	0.857643721259845
Clostridium_bolteae	country	EST	-0.0862646722214863	0.24432229695087	785	231	0.724431507782163	0.857643721259845
Bifidobacterium_adolescentis	country	EST	-0.21022983206526	0.597743506947605	785	338	0.725405997950337	0.857643721259845
Haemophilus_sp_HMSC71H05	abx_first_year	TRUE	0.0640614175614989	0.180964875721481	785	227	0.723738452127962	0.857643721259845
Bacteroides_stercoris	country	EST	0.163470183642705	0.459763012221387	785	125	0.72251691709124	0.857643721259845
Eubacterium_sp_CAG_180	gender	Male	-0.0705654804360645	0.211247367918311	785	100	0.738682764092748	0.864555053464118
Ruminococcus_gnavus	gender	Male	-0.115144111013657	0.343916357856618	785	578	0.738164002382497	0.864555053464118
Dorea_longicatena	delivery	vaginal	-0.155389755949984	0.455119534640254	785	295	0.733145705298928	0.864555053464118
Eubacterium_sp_CAG_38	delivery	vaginal	-0.15012183597397	0.450662546318881	785	245	0.739422085199575	0.864555053464118
Prevotella_copri	abx_first_year	TRUE	0.162720833110792	0.485366143171685	785	179	0.737790712291509	0.864555053464118
Anaerostipes_hadrus	abx_first_year	TRUE	-0.107105862560673	0.329031766423587	785	521	0.74511434025761	0.866071299327356
Veillonella_parvula	gender	Male	-0.110403658773001	0.340141965156223	785	383	0.745899564679221	0.866071299327356
Bacteroides_xylanisolvens	country	FIN	-0.137702724691464	0.421093540670844	785	149	0.744010903168794	0.866071299327356
