feature	metadata	value	coef	stderr	N	N.not.0	pval	qval
Veillonella_dispar	abx_first_year	TRUE	0.274907521690767	0.455143959424944	147	46	0.546834445494035	0.785198178145281
Eubacterium_sp_CAG_38	abx_first_year	TRUE	0.302060863080329	0.486329002655663	147	19	0.535555789231424	0.785198178145281
Bifidobacterium_dentium	Exclusive_breast_feeding	TRUE	-0.296064638720792	0.479642129557483	147	40	0.538079375767881	0.785198178145281
Haemophilus_sp_HMSC71H05	country	FIN	0.277284910157904	0.453429460034015	147	26	0.541856043909837	0.785198178145281
Klebsiella_pneumoniae	country	FIN	0.475165517498902	0.797434178403481	147	56	0.552239454265919	0.786414743046513
Ruminococcus_torques	country	FIN	-0.229633051835797	0.3867182309049	147	19	0.553618385465979	0.786414743046513
Veillonella_atypica	abx_first_year	TRUE	-0.31521438618704	0.532300540236902	147	53	0.554703256256022	0.786414743046513
Bifidobacterium_longum	delivery	vaginal	0.774046905313665	1.34981308049574	147	130	0.567275082524073	0.787666470377897
Veillonella_parvula	abx_first_year	TRUE	-0.404949451790053	0.709271996483402	147	86	0.568971085885823	0.787666470377897
Intestinibacter_bartlettii	country	EST	0.252826819358038	0.446321563807711	147	34	0.571995889202997	0.787666470377897
Klebsiella_oxytoca	age_at_collection	age_at_collection	-0.00171015987891955	0.00300556551724768	147	31	0.570282596054286	0.787666470377897
Bifidobacterium_adolescentis	Exclusive_breast_feeding	TRUE	-0.411514742953384	0.706278147008505	147	40	0.561078064646757	0.787666470377897
Bifidobacterium_breve	country	EST	-0.593045464241226	1.04536231646924	147	71	0.57142466057357	0.787666470377897
Bifidobacterium_breve	Exclusive_breast_feeding	TRUE	-0.48139580960279	0.841982272641361	147	71	0.568427529784477	0.787666470377897
Parabacteroides_merdae	abx_first_year	TRUE	-0.220119037612286	0.393572810252206	147	19	0.576874352266477	0.791141968822597
Erysipelatoclostridium_ramosum	delivery	vaginal	-0.52373175661627	0.966851373776992	147	53	0.588906985115644	0.804360760157953
Klebsiella_pneumoniae	abx_first_year	TRUE	-0.348128502285163	0.654955635187838	147	56	0.595906184094077	0.81019960317962
Klebsiella_quasipneumoniae	gender	Male	-0.192173818778987	0.363624409327803	147	31	0.598004469013529	0.81019960317962
Parabacteroides_distasonis	Exclusive_breast_feeding	TRUE	0.331028048880178	0.652423218667701	147	43	0.61269643561935	0.818272517955484
Bifidobacterium_pseudocatenulatum	country	EST	-0.473965828006086	0.936798145491802	147	37	0.613704388466613	0.818272517955484
Bifidobacterium_pseudocatenulatum	delivery	vaginal	-0.642735506676275	1.269731115426	147	37	0.613525289787301	0.818272517955484
Bifidobacterium_adolescentis	country	FIN	0.425479155623089	0.830208186939026	147	40	0.609122567535766	0.818272517955484
Enterobacter_cloacae_complex	age_at_collection	age_at_collection	0.00104180577123847	0.00208499709059866	147	22	0.618104797877841	0.820882261213259
Streptococcus_salivarius	Exclusive_breast_feeding	TRUE	0.220729803490176	0.452313870452386	147	61	0.626323302362684	0.825273057230831
Roseburia_intestinalis	gender	Male	0.159808298942433	0.325884166103001	147	21	0.624641165530888	0.825273057230831
Ruminococcus_gnavus	Exclusive_breast_feeding	TRUE	0.371120703765566	0.77440124618617	147	84	0.632529529018074	0.826964676070322
Lactobacillus_rhamnosus	country	FIN	-0.334873845981238	0.694314063351066	147	43	0.63035065037256	0.826964676070322
Bifidobacterium_longum	gender	Male	0.32906554877875	0.714255850960848	147	130	0.645731143134551	0.837705266769147
Haemophilus_sp_HMSC71H05	Exclusive_breast_feeding	TRUE	-0.178583262286061	0.385743388068289	147	26	0.644123191670398	0.837705266769147
Bifidobacterium_pseudocatenulatum	abx_first_year	TRUE	0.325367461935959	0.728467884166908	147	37	0.655830607158871	0.847534938482234
Bifidobacterium_bifidum	gender	Male	-0.328214248973829	0.74550007774457	147	87	0.660437241493308	0.848779532036855
Erysipelatoclostridium_ramosum	abx_first_year	TRUE	0.242036020287597	0.554700255827701	147	53	0.663274410377471	0.848779532036855
Haemophilus_parainfluenzae	gender	Male	0.19859046211448	0.456718476378635	147	55	0.664372074183609	0.848779532036855
Bifidobacterium_longum	abx_first_year	TRUE	0.304994897126498	0.774412367172436	147	130	0.694306728804409	0.858944811319141
Ruthenibacterium_lactatiformans	country	FIN	0.163720012094251	0.413876517399263	147	24	0.693027999826324	0.858944811319141
Parabacteroides_distasonis	gender	Male	0.234245212398196	0.580950614472266	147	43	0.68741761793319	0.858944811319141
Streptococcus_salivarius	country	EST	0.220384253845391	0.561569869997337	147	61	0.695336275829781	0.858944811319141
Veillonella_atypica	delivery	vaginal	0.37095068354427	0.927808313018237	147	53	0.689911729563785	0.858944811319141
Roseburia_intestinalis	abx_first_year	TRUE	-0.144759092589675	0.353330992187664	147	21	0.682662563853314	0.858944811319141
Eggerthella_lenta	delivery	vaginal	-0.367703467534978	0.879893078665653	147	67	0.676672952162358	0.858944811319141
Eubacterium_sp_CAG_38	gender	Male	0.186228377766756	0.448550863033176	147	19	0.678656504197034	0.858944811319141
Bifidobacterium_pseudocatenulatum	gender	Male	0.264643955667028	0.671880345097106	147	37	0.694273494085935	0.858944811319141
Bacteroides_thetaiotaomicron	Exclusive_breast_feeding	TRUE	-0.180246795058817	0.47548215683778	147	21	0.705209502542722	0.867950156975658
Bacteroides_thetaiotaomicron	abx_first_year	TRUE	0.170361681688768	0.459052655724847	147	21	0.711120415571677	0.870916533654416
Bifidobacterium_pseudocatenulatum	country	FIN	0.327148479096882	0.886938225269807	147	37	0.712803710580251	0.870916533654416
Veillonella_dispar	delivery	vaginal	-0.285059615905054	0.793323164741781	147	46	0.719902356102464	0.876402868298652
Klebsiella_quasipneumoniae	abx_first_year	TRUE	-0.13749468166383	0.394249818479483	147	31	0.727808409737395	0.876500450436433
Lactobacillus_rhamnosus	gender	Male	0.183711436109891	0.525962191276828	147	43	0.727406724296195	0.876500450436433
Bacteroides_caccae	country	FIN	-0.220662760306641	0.630202695079849	147	24	0.726763205324829	0.876500450436433
Bifidobacterium_bifidum	delivery	vaginal	0.479161260204436	1.4088589615283	147	87	0.734293900260068	0.881152680312082
Escherichia_coli	abx_first_year	TRUE	0.25795811570583	0.788871978629849	147	124	0.744166246288624	0.886666165790701
Bacteroides_uniformis	country	EST	0.348702296082231	1.06112329489386	147	65	0.742943939689996	0.886666165790701
Klebsiella_pneumoniae	country	EST	-0.266451147856171	0.842262559213649	147	56	0.752213620717328	0.893087549685591
Klebsiella_variicola	country	EST	-0.179889131185204	0.62544813661349	147	33	0.774071868086515	0.90939911775199
Faecalibacterium_prausnitzii	Exclusive_breast_feeding	TRUE	-0.155493898745359	0.537320584363477	147	40	0.7727191154954	0.90939911775199
Bifidobacterium_adolescentis	gender	Male	0.181081906989515	0.628905765081161	147	40	0.773830991737744	0.90939911775199
Bifidobacterium_adolescentis	abx_first_year	TRUE	-0.191797729369604	0.681873871400167	147	40	0.778916687343831	0.911902463231803
Bacteroides_uniformis	country	FIN	0.270569808269248	1.00464632268409	147	65	0.788086883156659	0.919126155804251
Haemophilus_parainfluenzae	delivery	vaginal	-0.22660574409355	0.863114488583668	147	55	0.793293408283431	0.919126155804251
Bacteroides_vulgatus	abx_first_year	TRUE	0.232452793226886	0.876166314906411	147	79	0.791169105742216	0.919126155804251
Bacteroides_thetaiotaomicron	gender	Male	-0.109609931793929	0.423393348491786	147	21	0.796110190084601	0.91922001329356
Blautia_wexlerae	gender	Male	-0.0948299014032482	0.39504616164691	147	52	0.810649526665526	0.923127661645015
Klebsiella_quasipneumoniae	delivery	vaginal	0.159044374839668	0.687183707963927	147	31	0.817312897575228	0.923127661645015
Haemophilus_parainfluenzae	abx_first_year	TRUE	0.123958350030673	0.495184513991688	147	55	0.802706306562906	0.923127661645015
Roseburia_intestinalis	Exclusive_breast_feeding	TRUE	0.0842971440077502	0.365976713450761	147	21	0.818172779774446	0.923127661645015
Veillonella_parvula	age_at_collection	age_at_collection	0.00108292198139433	0.00440075822810722	147	86	0.805988853092109	0.923127661645015
Bifidobacterium_adolescentis	delivery	vaginal	-0.278927541992148	1.18851700964542	147	40	0.814800806529436	0.923127661645015
Bacteroides_caccae	age_at_collection	age_at_collection	0.000737434568149134	0.00321153004799315	147	24	0.818726318958972	0.923127661645015
Ruminococcus_torques	country	EST	-0.0860164497959804	0.408457896184795	147	19	0.833519178708166	0.923426163542427
Anaerostipes_hadrus	abx_first_year	TRUE	0.095812333737712	0.447975271968882	147	36	0.830957394222223	0.923426163542427
Lactobacillus_rhamnosus	Exclusive_breast_feeding	TRUE	0.125665246532611	0.590669735399216	147	43	0.831835569549988	0.923426163542427
Haemophilus_sp_HMSC71H05	gender	Male	0.0714691251389166	0.343485412405327	147	26	0.835480814633624	0.923426163542427
Bifidobacterium_breve	gender	Male	-0.160474381056785	0.74974357850819	147	71	0.830832557342155	0.923426163542427
Bifidobacterium_breve	abx_first_year	TRUE	-0.175595757057963	0.812888964960942	147	71	0.829295457437651	0.923426163542427
Streptococcus_salivarius	country	FIN	-0.0997104074607038	0.531681009678934	147	61	0.851514271114519	0.938061623260585
Erysipelatoclostridium_ramosum	gender	Male	0.0837878481125322	0.511611022821119	147	53	0.870149803976611	0.955458608288044
Escherichia_coli	country	FIN	0.0852925049147392	0.960482579806809	147	124	0.929368233442643	0.963015734504576
Klebsiella_pneumoniae	gender	Male	-0.078948993175724	0.604078543142025	147	56	0.896208291868341	0.963015734504576
Ruthenibacterium_lactatiformans	gender	Male	0.0467105336632338	0.313522959564872	147	24	0.881782174267386	0.963015734504576
Bacteroides_fragilis	gender	Male	0.0899389646239876	0.785468431809943	147	66	0.909005020473816	0.963015734504576
Klebsiella_quasipneumoniae	country	EST	-0.0400059175488271	0.506999013737491	147	31	0.937220670187489	0.963015734504576
Bacteroides_thetaiotaomicron	country	FIN	-0.0650073380014673	0.558914616036389	147	21	0.907575979303301	0.963015734504576
Eubacterium_rectale	country	FIN	0.0336486669527073	0.354453646334534	147	21	0.924507275709101	0.963015734504576
Bifidobacterium_bifidum	abx_first_year	TRUE	-0.117892071228307	0.808288065343484	147	87	0.884249455676893	0.963015734504576
Flavonifractor_plautii	delivery	vaginal	-0.115447491910293	0.971675708986423	147	54	0.905596460616579	0.963015734504576
Clostridium_innocuum	country	EST	0.046686186488797	0.490732225567045	147	29	0.924344993649259	0.963015734504576
Clostridium_innocuum	abx_first_year	TRUE	0.0397965461714754	0.381600527041683	147	29	0.91709182127153	0.963015734504576
Eggerthella_lenta	Exclusive_breast_feeding	TRUE	-0.0693952125386169	0.522877879005694	147	67	0.894609873105895	0.963015734504576
Klebsiella_oxytoca	gender	Male	-0.0382097216916321	0.446779286142831	147	31	0.931969890757884	0.963015734504576
Klebsiella_oxytoca	delivery	vaginal	0.0777944161918408	0.844331234695336	147	31	0.926722556408734	0.963015734504576
Bifidobacterium_dentium	gender	Male	-0.037284766553351	0.427097598491709	147	40	0.930561188989362	0.963015734504576
Bifidobacterium_dentium	delivery	vaginal	0.0640678224294884	0.807136440418219	147	40	0.93684799405673	0.963015734504576
Parabacteroides_merdae	country	FIN	0.0424837561259132	0.479190335533806	147	19	0.929482742462356	0.963015734504576
Bacteroides_dorei	Exclusive_breast_feeding	TRUE	0.0830193940105724	0.809087499371429	147	48	0.918422512133472	0.963015734504576
Collinsella_aerofaciens	gender	Male	-0.0857496058336384	0.598732948842955	147	44	0.886326568718198	0.963015734504576
Collinsella_aerofaciens	delivery	vaginal	0.118299747128586	1.13149589882226	147	44	0.916883396080025	0.963015734504576
Bacteroides_caccae	country	EST	0.0673481336265251	0.665630028354169	147	24	0.919554802613948	0.963015734504576
Parabacteroides_distasonis	age_at_collection	age_at_collection	0.000271753825908334	0.00390816044574521	147	43	0.944664455203206	0.967705051671577
Eubacterium_rectale	gender	Male	0.0168061857484178	0.268508483945123	147	21	0.950182846852133	0.968369530179467
Streptococcus_parasanguinis	abx_first_year	TRUE	0.0229673616717618	0.373661098656433	147	44	0.951077217140548	0.968369530179467
Bacteroides_thetaiotaomicron	country	EST	0.0290597174865208	0.590334434657921	147	21	0.960810480659749	0.972386510547216
Collinsella_aerofaciens	abx_first_year	TRUE	-0.032769347088465	0.649159820803515	147	44	0.95981317352725	0.972386510547216
Bacteroides_caccae	delivery	vaginal	0.0353012457821106	0.902191323104594	147	24	0.968844618154684	0.977572948047969
Bacteroides_dorei	abx_first_year	TRUE	-0.0225780292756932	0.781130816286226	147	48	0.976982685262913	0.982832880983051
Bacteroides_vulgatus	gender	Male	0.012293549301446	0.808105530547864	147	79	0.987884380132928	0.987884380132928
Bacteroides_dorei	gender	Male	-0.0110769412019463	0.72045240952877	147	48	0.98775523030725	0.987884380132928
